Название пары,Текущая цена,Максимальная цена за сутки,Минимальная цена за сутки,Изменение цены за сутки,Изменение цены в процентах за сутки,Объем торгов за сутки
CHESSBUSD,0.25800000,0.26700000,0.25600000,-0.00700000,-2.642%,543443.80000000
CHESSUSDT,0.25800000,0.26700000,0.25500000,-0.00700000,-2.642%,1699940.10000000
FTMAUD,0.33600000,0.34610000,0.32940000,-0.00740000,-2.155%,86891.00000000
FTMBRL,1.14300000,1.19200000,1.12700000,-0.04600000,-3.869%,183066.20000000
SCRTBUSD,0.94200000,0.95200000,0.89300000,0.02900000,3.176%,456712.60000000
ADXUSDT,0.16970000,0.17530000,0.16880000,-0.00480000,-2.751%,4005012.00000000
AUCTIONUSDT,5.72000000,6.01000000,5.64000000,-0.28000000,-4.667%,110532.58000000
CELOBUSD,0.70100000,0.74700000,0.69000000,-0.02400000,-3.310%,988230.70000000
FTMRUB,13.19000000,13.79000000,13.02000000,-0.60000000,-4.351%,151467.90000000
NUAUD,0.76900000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
NURUB,41.13000000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
REEFTRY,0.09980000,0.10710000,0.09800000,-0.00700000,-6.554%,484499404.00000000
REEFBIDR,162.00,0.00,0.00,0.00,0.000%,0.00000000
SHIBDOGE,0.00013090,0.00014580,0.00013040,-0.00001270,-8.844%,88306176391.00
DARUSDT,0.19982000,0.21922000,0.19632000,-0.01268000,-5.967%,49051499.00000000
DARBUSD,0.19973000,0.22000000,0.19641000,-0.01266000,-5.961%,13251872.00000000
DARBNB,0.00069650,0.00075813,0.00068670,-0.00003961,-5.381%,1058487.00000000
DARBTC,0.00000988,0.00001075,0.00000979,-0.00000041,-3.984%,1563817.00000000
BNXBTC,0.00691300,0.00880000,0.00677500,-0.00020300,-2.853%,1111.06700000
BNXBNB,0.48460000,0.51350000,0.48060000,-0.02530000,-4.962%,107.48200000
BNXBUSD,139.80000000,147.00000000,137.20000000,-6.90000000,-4.703%,3275.73200000
BNXUSDT,139.60000000,147.20000000,136.50000000,-7.00000000,-4.775%,18624.73400000
RGTUSDT,14.44000000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
RGTBTC,0.00037960,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
RGTBUSD,14.46000000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
RGTBNB,0.03997000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
LAZIOBUSD,4.10290000,4.33620000,4.00000000,-0.23280000,-5.369%,246669.39000000
OXTBUSD,0.09150000,0.09650000,0.09080000,-0.00240000,-2.556%,415438.00000000
MANATRY,11.72000000,12.20000000,11.57000000,-0.39000000,-3.220%,1119866.70000000
ALGORUB,19.70000000,20.75000000,19.70000000,-0.87000000,-4.229%,33914.00000000
SHIBUAH,0.00079300,0.00000000,0.00000000,0.00000000,0.000%,0.00
LUNABIDR,0.88,0.00,0.00,0.00,0.000%,0.00000000
AUDUSDC,0.64770000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
MOVRBTC,0.00053060,0.00053950,0.00051950,-0.00000010,-0.019%,14096.70400000
MOVRBNB,0.15520000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
MOVRBUSD,10.72000000,11.13000000,10.50000000,-0.21000000,-1.921%,29928.84700000
MOVRUSDT,10.72000000,11.12000000,10.54000000,-0.22000000,-2.011%,86280.32800000
CITYBTC,0.00028260,0.00028570,0.00027170,-0.00000110,-0.388%,17924.94000000
CITYBNB,0.01994000,0.02043000,0.01916000,-0.00039000,-1.918%,8513.84000000
CITYBUSD,5.74000000,5.90000000,5.47000000,-0.12000000,-2.048%,20333.28000000
CITYUSDT,5.73000000,5.89000000,5.48000000,-0.13000000,-2.218%,147159.86000000
ENSBTC,0.00082820,0.00087850,0.00082060,-0.00004000,-4.607%,25770.98000000
ENSBNB,0.05829000,0.06290000,0.05795000,-0.00387000,-6.226%,882.60000000
ENSBUSD,16.77000000,18.21000000,16.53000000,-1.14000000,-6.365%,163864.19000000
ENSUSDT,16.74000000,18.21000000,16.52000000,-1.19000000,-6.637%,863229.81000000
SANDETH,0.00051300,0.00051540,0.00050380,0.00000370,0.726%,71639.90000000
DOTETH,0.00424400,0.00428800,0.00412100,0.00005200,1.240%,56694.69000000
MATICETH,0.00060530,0.00060560,0.00058820,0.00000540,0.900%,708597.20000000
ANKRBUSD,0.02850000,0.02971000,0.02809000,-0.00091000,-3.094%,8705369.90000000
SANDTRY,14.54000000,15.00000000,14.32000000,-0.33000000,-2.219%,585907.50000000
MANABRL,3.31000000,3.45000000,3.28000000,-0.12000000,-3.499%,44624.10000000
KP3RUSDT,94.17000000,99.90000000,93.02000000,-3.65000000,-3.731%,9968.88000000
QIUSDT,0.00854000,0.00876000,0.00789000,-0.00015000,-1.726%,83820772.00000000
QIBUSD,0.00852000,0.00878000,0.00831000,-0.00016000,-1.843%,19341537.00000000
QIBNB,0.00009910,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
QIBTC,0.00000042,0.00000043,0.00000041,0.00000000,0.000%,15168265.00000000
PORTOBTC,0.00019623,0.00019964,0.00018685,-0.00000149,-0.754%,53820.97000000
PORTOUSDT,3.97270000,4.10350000,3.79950000,-0.09810000,-2.410%,670575.60000000
PORTOTRY,74.52000000,77.00000000,71.67000000,-1.80000000,-2.358%,496397.03000000
PORTOEUR,3.98400000,4.16890000,3.81140000,-0.06510000,-1.608%,55483.13000000
POWRUSDT,0.19700000,0.20950000,0.19580000,-0.00660000,-3.242%,3360107.00000000
POWRBUSD,0.19680000,0.21020000,0.19490000,-0.00620000,-3.054%,1082081.00000000
AVAXETH,0.01146000,0.01163000,0.01085000,0.00040000,3.617%,8629.86000000
SLPTRY,0.06080000,0.06320000,0.06040000,-0.00180000,-2.875%,135840845.00000000
FISTRY,8.87000000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
LRCTRY,5.00000000,5.24000000,4.93000000,-0.12000000,-2.344%,2086551.70000000
CHRETH,0.00009570,0.00009920,0.00009470,-0.00000100,-1.034%,143695.70000000
FISBIDR,9124.00,0.00,0.00,0.00,0.000%,0.00000000
VGXUSDT,0.38900000,0.40700000,0.38600000,-0.01700000,-4.187%,3254550.80000000
GALAETH,0.00002268,0.00002306,0.00002244,-0.00000038,-1.648%,349539.00000000
JASMYUSDT,0.00450500,0.00487100,0.00441400,-0.00025200,-5.297%,2957881368.20000000
JASMYBUSD,0.00450500,0.00487200,0.00441600,-0.00027400,-5.733%,689043164.60000000
JASMYBNB,0.00001574,0.00001682,0.00001548,-0.00000082,-4.952%,9036151.60000000
JASMYBTC,0.00000022,0.00000024,0.00000022,-0.00000001,-4.348%,87079741.30000000
AMPBTC,0.00000024,0.00000025,0.00000023,-0.00000001,-4.000%,17001661.00000000
AMPBNB,0.00003999,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
AMPBUSD,0.00483000,0.00496000,0.00479000,-0.00013000,-2.621%,32450739.00000000
AMPUSDT,0.00483000,0.00496000,0.00479000,-0.00012000,-2.424%,104985333.00000000
PLABTC,0.00001439,0.00001472,0.00001434,-0.00000010,-0.690%,258290.31000000
PLABNB,0.00100900,0.00103400,0.00100900,-0.00002200,-2.134%,40966.41000000
PLABUSD,0.29000000,0.29900000,0.28900000,-0.00800000,-2.685%,151808.77000000
PLAUSDT,0.29100000,0.30000000,0.28900000,-0.00800000,-2.676%,1105910.09000000
PYRBTC,0.00020800,0.00022130,0.00020310,-0.00001110,-5.066%,151865.85400000
PYRBUSD,4.21000000,4.56000000,4.10000000,-0.31000000,-6.858%,771067.77500000
PYRUSDT,4.21000000,4.57000000,4.10000000,-0.30000000,-6.652%,1288028.39600000
RNDRBTC,0.00002530,0.00002560,0.00002430,-0.00000010,-0.394%,149015.13000000
RNDRUSDT,0.51200000,0.52900000,0.49000000,-0.01200000,-2.290%,2485666.29000000
RNDRBUSD,0.51300000,0.53000000,0.49100000,-0.01000000,-1.912%,741142.47000000
ALCXBTC,0.00107500,0.00134600,0.00106800,-0.00006800,-5.949%,15008.11780000
ALCXBUSD,21.90000000,26.80000000,21.30000000,-1.70000000,-7.203%,125557.86750000
ALCXUSDT,21.70000000,26.80000000,21.50000000,-1.90000000,-8.051%,147505.26840000
SANTOSBTC,0.00057249,0.00059379,0.00055606,-0.00001831,-3.099%,47735.22000000
SANTOSUSDT,11.58400000,12.21900000,11.23200000,-0.60200000,-4.940%,535316.06000000
SANTOSBRL,62.63000000,65.23000000,60.00000000,-2.03000000,-3.139%,8210.18000000
SANTOSTRY,217.85000000,228.99000000,211.00000000,-10.45000000,-4.577%,498520.96000000
MCBTC,0.00003526,0.00003788,0.00003509,-0.00000176,-4.754%,487133.83000000
MCBUSD,0.71300000,0.78500000,0.70500000,-0.05200000,-6.797%,1536278.76000000
MCUSDT,0.71300000,0.78600000,0.70500000,-0.05000000,-6.553%,1848284.74000000
BELTRY,10.17000000,10.42000000,10.05000000,-0.15000000,-1.453%,915384.87000000
COCOSBUSD,0.59730000,0.60920000,0.59000000,-0.01130000,-1.857%,148017.00000000
DENTTRY,0.01598000,0.01670000,0.01580000,-0.00057000,-3.444%,299089990.00000000
ENJTRY,8.16000000,8.48000000,8.06000000,-0.27000000,-3.203%,231689.69000000
NEORUB,523.00000000,541.00000000,514.00000000,-9.00000000,-1.692%,1903.16500000
SANDAUD,1.20450000,1.23230000,1.17540000,-0.02200000,-1.794%,25718.00000000
SLPBIDR,50.20,52.40,50.00,-1.70,-3.276%,5244029.00000000
ANYBTC,0.00026020,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
ANYBUSD,12.33000000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
ANYUSDT,12.30000000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
BICOBTC,0.00001986,0.00002025,0.00001938,-0.00000008,-0.401%,223330.06000000
BICOBUSD,0.40200000,0.41200000,0.39400000,-0.01000000,-2.427%,527426.40000000
BICOUSDT,0.40100000,0.41200000,0.39400000,-0.01000000,-2.433%,1921971.42000000
FLUXBTC,0.00003530,0.00003559,0.00003449,0.00000009,0.256%,124790.27000000
FLUXBUSD,0.71200000,0.73000000,0.70200000,-0.01400000,-1.928%,510817.93000000
FLUXUSDT,0.71100000,0.73000000,0.70100000,-0.01400000,-1.931%,992692.45000000
ALICETRY,30.18000000,31.24000000,29.73000000,-0.37000000,-1.211%,69361.04400000
FXSUSDT,5.99700000,6.21000000,5.95200000,-0.07800000,-1.284%,156383.80000000
GALABRL,0.18200000,0.19200000,0.17900000,-0.00900000,-4.712%,6800599.60000000
GALATRY,0.64500000,0.67300000,0.63500000,-0.02400000,-3.587%,12829698.30000000
LUNATRY,45.20000000,47.71000000,43.59000000,-1.15000000,-2.481%,1804338.50000000
REQBUSD,0.10900000,0.11890000,0.10690000,-0.00240000,-2.154%,13178698.00000000
SANDBRL,4.10000000,4.24000000,4.05000000,-0.12000000,-2.844%,154061.47000000
MANABIDR,10781.00,0.00,0.00,0.00,0.000%,0.00000000
SANDBIDR,12034.00,12488.00,11856.00,-343.00,-2.771%,42662.78000000
VOXELBTC,0.00001177,0.00001213,0.00001102,0.00000073,6.612%,1467902.00000000
VOXELBNB,0.00082910,0.00086640,0.00079010,0.00003830,4.843%,1017839.60000000
VOXELBUSD,0.23750000,0.24730000,0.22750000,0.00970000,4.258%,8684224.20000000
VOXELUSDT,0.23750000,0.24710000,0.22730000,0.00980000,4.304%,17102684.80000000
COSBUSD,0.00545000,0.00563000,0.00541000,-0.00016000,-2.852%,5280066.50000000
CTXCBUSD,0.10550000,0.10890000,0.10390000,-0.00290000,-2.675%,1800140.00000000
FTMTRY,4.04700000,4.21000000,3.97400000,-0.12200000,-2.926%,2303128.52000000
MANABNB,0.00217100,0.00224500,0.00215900,-0.00007200,-3.210%,26727.68000000
MINATRY,11.26000000,11.85000000,11.05000000,-0.31000000,-2.679%,810369.64000000
XTZTRY,26.62000000,27.49000000,26.19000000,-0.42000000,-1.553%,25702.49000000
HIGHBTC,0.00007140,0.00007260,0.00007118,-0.00000094,-1.299%,32835.68700000
HIGHBUSD,1.44700000,1.50500000,1.43400000,-0.04600000,-3.081%,220150.62000000
HIGHUSDT,1.44600000,1.50500000,1.43400000,-0.04600000,-3.083%,497990.23100000
CVXBTC,0.00027540,0.00028580,0.00027310,-0.00000940,-3.301%,16260.05600000
CVXBUSD,5.57200000,5.90400000,5.49800000,-0.32600000,-5.527%,89437.40800000
CVXUSDT,5.57000000,5.90700000,5.49900000,-0.32500000,-5.513%,435675.54800000
PEOPLEBTC,0.00000090,0.00000093,0.00000089,-0.00000001,-1.099%,7238687.50000000
PEOPLEBUSD,0.01828000,0.01925000,0.01800000,-0.00068000,-3.586%,38648373.40000000
PEOPLEUSDT,0.01829000,0.01924000,0.01799000,-0.00066000,-3.483%,246870341.50000000
OOKIBUSD,0.00438000,0.00456000,0.00433000,-0.00016000,-3.524%,44002709.00000000
OOKIUSDT,0.00438000,0.00455000,0.00433000,-0.00016000,-3.524%,116741389.00000000
COCOSTRY,11.22000000,11.43000000,11.08000000,-0.18000000,-1.579%,427403.42000000
GXSBNB,0.00453800,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
LINKBNB,0.02432000,0.02495000,0.02398000,-0.00061000,-2.447%,2219.56500000
LUNAETH,0.00000003,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
MDTBUSD,0.02919000,0.03037000,0.02866000,-0.00090000,-2.991%,5521698.80000000
NULSBUSD,0.26020000,0.28500000,0.24030000,0.01640000,6.727%,25009925.00000000
SPELLBTC,0.00000012,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
SPELLUSDT,0.00083170,0.00087160,0.00082560,-0.00003990,-4.578%,1464334909.00000000
SPELLBUSD,0.00082990,0.00087010,0.00082560,-0.00004020,-4.620%,407201989.00000000
USTBTC,0.00002476,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
USTBUSD,0.06762946,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
USTUSDT,0.24577900,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
JOEBTC,0.00001268,0.00001397,0.00001010,0.00000237,22.987%,4468429.61000000
JOEBUSD,0.25600000,0.28400000,0.20800000,0.04200000,19.626%,29177766.15000000
JOEUSDT,0.25700000,0.28500000,0.20800000,0.04500000,21.226%,43468366.91000000
ATOMETH,0.00886200,0.00916000,0.00826000,0.00048600,5.802%,39292.71000000
DUSKBUSD,0.12640000,0.13010000,0.12310000,-0.00120000,-0.940%,713381.00000000
EGLDETH,0.03710000,0.03717000,0.03619000,0.00008000,0.216%,1194.71970000
ICPETH,0.00334100,0.00336600,0.00329400,-0.00001700,-0.506%,6275.01300000
LUNABRL,0.00030000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
LUNAUST,0.00004900,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
NEARETH,0.00195100,0.00201300,0.00193300,-0.00004400,-2.206%,16269.89400000
ROSEBNB,0.00021210,0.00022500,0.00021210,-0.00001020,-4.588%,154979.60000000
VOXELETH,0.00020220,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
ALICEBNB,0.00558500,0.00574300,0.00555600,-0.00010400,-1.828%,3518.91300000
ATOMTRY,251.30000000,260.00000000,236.00000000,8.80000000,3.629%,170087.18000000
ETHUST,8239.72000000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
GALAAUD,0.05319000,0.05569000,0.05252000,-0.00217000,-3.920%,1503616.00000000
LRCBNB,0.00092100,0.00096800,0.00092100,-0.00002700,-2.848%,94073.20000000
ONEETH,0.00001201,0.00001420,0.00001158,0.00000032,2.737%,6028706.90000000
OOKIBNB,0.00001491,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
ACHBTC,0.00000058,0.00000062,0.00000058,-0.00000003,-4.918%,24102612.00000000
ACHBUSD,0.01186000,0.01266000,0.01178000,-0.00079000,-6.245%,152015218.00000000
ACHUSDT,0.01187000,0.01265000,0.01177000,-0.00078000,-6.166%,239927881.00000000
IMXBTC,0.00002864,0.00003076,0.00002824,-0.00000036,-1.241%,638372.08000000
IMXBUSD,0.57900000,0.64200000,0.57000000,-0.01900000,-3.177%,3380247.91000000
IMXUSDT,0.57800000,0.63700000,0.57000000,-0.01900000,-3.183%,8033450.32000000
GLMRBTC,0.00002270,0.00002404,0.00002253,-0.00000042,-1.817%,234895.00000000
GLMRBUSD,0.45860000,0.48300000,0.45390000,-0.01810000,-3.797%,1373067.50000000
GLMRUSDT,0.45820000,0.48500000,0.45370000,-0.01840000,-3.861%,2766058.50000000
ATOMBIDR,307866.00,0.00,0.00,0.00,0.000%,0.00000000
DYDXETH,0.00159100,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
FARMETH,0.03152000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
FORBNB,0.00009710,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
ICPTRY,94.80000000,98.30000000,93.90000000,-2.30000000,-2.369%,16333.92400000
JASMYETH,0.00000298,0.00000312,0.00000295,-0.00000011,-3.560%,45954627.00000000
LINABNB,0.00007811,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
OOKIETH,0.00000291,0.00000295,0.00000285,-0.00000002,-0.683%,4251830.00000000
ROSEETH,0.00004070,0.00004180,0.00003990,-0.00000080,-1.928%,776249.10000000
UMABUSD,2.18400000,2.25200000,2.17300000,-0.03900000,-1.754%,70717.30000000
UNIETH,0.00440900,0.00459000,0.00435200,-0.00007600,-1.695%,9654.57800000
XTZETH,0.00093800,0.00094300,0.00092500,0.00000400,0.428%,10286.21000000
LOKABTC,0.00002225,0.00002327,0.00002223,-0.00000036,-1.592%,126515.40000000
LOKABNB,0.00156770,0.00164700,0.00156770,-0.00004390,-2.724%,61055.60000000
LOKABUSD,0.45060000,0.47210000,0.44850000,-0.01250000,-2.699%,577965.30000000
LOKAUSDT,0.45030000,0.47210000,0.44840000,-0.01330000,-2.869%,1806273.40000000
ATOMBRL,70.61000000,73.32000000,67.24000000,1.30000000,1.876%,4266.09700000
BNBUST,1129.30000000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
CRVETH,0.00062100,0.00062800,0.00059000,0.00002000,3.328%,134899.65000000
HIGHBNB,0.00503600,0.00519900,0.00500600,-0.00014600,-2.817%,31730.36000000
NEARRUB,179.20000000,192.10000000,179.20000000,-9.80000000,-5.185%,5982.25000000
ROSETRY,1.15400000,1.21500000,1.13800000,-0.04700000,-3.913%,7498016.80000000
SCRTUSDT,0.94300000,0.95000000,0.89100000,0.03200000,3.513%,701251.10000000
API3BTC,0.00008724,0.00008800,0.00008265,0.00000399,4.793%,69071.46000000
API3BUSD,1.77000000,1.77200000,1.69900000,0.05500000,3.207%,232115.13000000
API3USDT,1.76600000,1.77300000,1.69800000,0.05200000,3.034%,1011793.42000000
BTTCUSDT,0.00000079,0.00000082,0.00000079,-0.00000003,-3.659%,807480498020.0
BTTCUSDC,0.00000078,0.00000000,0.00000000,0.00000000,0.000%,0.0
BTTCTRY,0.00001494,0.00001548,0.00001487,-0.00000039,-2.544%,128745004826.0
ACABTC,0.00000801,0.00000831,0.00000791,-0.00000028,-3.378%,624234.01000000
ACABUSD,0.16210000,0.17090000,0.16100000,-0.00870000,-5.094%,666056.88000000
ACAUSDT,0.16260000,0.17090000,0.16090000,-0.00800000,-4.689%,2655975.80000000
ANCBTC,0.00000414,0.00000438,0.00000403,0.00000001,0.242%,3446646.52000000
ANCBUSD,0.08385000,0.08863000,0.08210000,-0.00135000,-1.585%,48032534.63000000
ANCUSDT,0.08387000,0.08859000,0.08209000,-0.00123000,-1.445%,47291597.30000000
BDOTDOT,0.73700000,0.73900000,0.73190000,0.00480000,0.656%,11664.09700000
XNOBTC,0.00003593,0.00003634,0.00003500,0.00000064,1.814%,72247.62000000
XNOETH,0.00048400,0.00048880,0.00046600,0.00001560,3.330%,89637.47000000
XNOBUSD,0.72700000,0.74000000,0.71900000,0.00100000,0.138%,168535.63000000
XNOUSDT,0.72800000,0.74000000,0.71800000,0.00200000,0.275%,322738.99000000
COSTRY,0.10290000,0.10570000,0.10180000,-0.00250000,-2.372%,25631383.00000000
KAVAETH,0.00097800,0.00100200,0.00096600,-0.00002300,-2.298%,8569.11000000
MCBNB,0.00248900,0.00268500,0.00246800,-0.00016400,-6.182%,67702.71000000
ONETRY,0.34100000,0.34900000,0.33500000,0.00200000,0.590%,16095681.70000000
WOOBTC,0.00000845,0.00000897,0.00000833,0.00000000,0.000%,1335380.30000000
WOOBNB,0.00059600,0.00063800,0.00058900,-0.00000800,-1.325%,2214833.60000000
WOOBUSD,0.17090000,0.18520000,0.16830000,-0.00360000,-2.063%,12333431.10000000
WOOUSDT,0.17070000,0.18660000,0.16810000,-0.00380000,-2.178%,52241529.30000000
CELRETH,0.00001007,0.00001007,0.00000979,0.00000021,2.130%,2265915.00000000
PEOPLEBNB,0.00006365,0.00006653,0.00006287,-0.00000205,-3.120%,2845916.00000000
SLPBNB,0.00001128,0.00001167,0.00001121,-0.00000030,-2.591%,4448718.00000000
SPELLBNB,0.00000404,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
SPELLTRY,0.01562000,0.01631000,0.01552000,-0.00067000,-4.113%,619661456.00000000
TFUELBUSD,0.05520000,0.05780000,0.05260000,0.00210000,3.955%,15451211.00000000
AXSTRY,167.20000000,174.90000000,163.70000000,-6.50000000,-3.742%,31119.97500000
DARTRY,3.76000000,4.10000000,3.69000000,-0.22000000,-5.528%,10921142.97000000
NEARTRY,55.15000000,58.58000000,54.40000000,-2.80000000,-4.832%,56023.13800000
IDEXBNB,0.00020130,0.00020700,0.00019920,-0.00000350,-1.709%,343313.50000000
ALPINEEUR,2.98440000,3.13300000,2.95490000,-0.01740000,-0.580%,9536.46000000
ALPINETRY,55.86000000,58.90000000,55.51000000,-0.69000000,-1.220%,850083.12000000
ALPINEUSDT,2.97390000,3.13580000,2.94880000,-0.04400000,-1.458%,463423.88000000
ALPINEBTC,0.00014704,0.00015429,0.00014512,0.00000063,0.430%,90358.41000000
TUSDT,0.02610000,0.02670000,0.02590000,-0.00040000,-1.509%,7580663.10000000
TBUSD,0.02620000,0.02680000,0.02560000,-0.00040000,-1.504%,2626525.50000000
API3BNB,0.00533000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
BETAETH,0.00005500,0.00006900,0.00005420,-0.00000090,-1.610%,987187.40000000
INJTRY,36.71000000,41.30000000,35.75000000,-1.62000000,-4.226%,360518.10000000
TLMBNB,0.00010990,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
ASTRBUSD,0.03600000,0.03740000,0.03550000,-0.00090000,-2.439%,5253242.70000000
ASTRUSDT,0.03590000,0.03720000,0.03550000,-0.00080000,-2.180%,14618036.80000000
API3TRY,33.20000000,33.51000000,31.84000000,1.11000000,3.459%,156168.28000000
GLMRBNB,0.00160000,0.00167000,0.00159000,-0.00005100,-3.089%,66352.65000000
MBOXTRY,11.03000000,11.38000000,10.91000000,-0.31000000,-2.734%,217265.25000000
NBTBIDR,88.20,92.10,87.00,-3.90,-4.235%,2249785.00000000
NBTUSDT,0.00570000,0.00616000,0.00560000,-0.00027000,-4.523%,899265.00000000
GMTBTC,0.00002379,0.00002543,0.00002348,-0.00000126,-5.030%,1282002.40000000
GMTBNB,0.00167900,0.00181900,0.00165500,-0.00011400,-6.358%,293469.90000000
GMTBUSD,0.48120000,0.52700000,0.47310000,-0.03530000,-6.834%,14494462.60000000
GMTUSDT,0.48100000,0.52680000,0.47300000,-0.03550000,-6.873%,33356325.10000000
ANCBNB,0.00029050,0.00030700,0.00028850,-0.00000350,-1.190%,286401.26000000
ATOMEUR,13.46400000,13.81500000,12.56600000,0.55100000,4.267%,39892.90000000
GALAEUR,0.03445000,0.03594000,0.03399000,-0.00111000,-3.121%,4496222.00000000
KSMETH,0.02312000,0.02424000,0.02277000,-0.00025000,-1.070%,1048.23680000
UMATRY,41.10000000,41.80000000,40.80000000,-0.50000000,-1.202%,121479.29000000
KDABTC,0.00006180,0.00006280,0.00006170,-0.00000090,-1.435%,96240.43000000
KDABUSD,1.24900000,1.30000000,1.24000000,-0.04500000,-3.478%,381584.10000000
KDAUSDT,1.25100000,1.30200000,1.23900000,-0.04100000,-3.173%,976231.89000000
APEUSDT,4.64000000,4.91200000,4.57000000,-0.21400000,-4.409%,3763438.96000000
APEBUSD,4.64200000,4.91200000,4.57000000,-0.21300000,-4.387%,1567352.84000000
APEBTC,0.00022955,0.00023760,0.00022514,-0.00000590,-2.506%,294330.96000000
ALPINEBUSD,2.97160000,3.14410000,2.94730000,-0.04840000,-1.603%,184387.33000000
LUNAGBP,0.00005000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
NEAREUR,2.95400000,3.12100000,2.90500000,-0.12400000,-4.029%,30713.50000000
TWTTRY,20.99000000,21.92000000,20.78000000,-0.93000000,-4.243%,159944.41000000
WAVESEUR,3.21800000,3.41200000,3.18900000,-0.09700000,-2.926%,3542.81000000
APEEUR,4.65200000,4.91200000,4.59600000,-0.13900000,-2.901%,20072.42000000
APEGBP,4.07400000,4.22100000,3.96300000,-0.12100000,-2.884%,3648.97000000
APETRY,87.20000000,92.10000000,86.00000000,-3.80000000,-4.176%,316463.64800000
BSWUSDT,0.25350000,0.26630000,0.25190000,-0.00910000,-3.465%,5379071.40000000
BSWBUSD,0.25310000,0.26610000,0.25120000,-0.00960000,-3.654%,2740744.60000000
BSWBNB,0.00088430,0.00092230,0.00088010,-0.00002660,-2.920%,434595.40000000
APEBNB,0.01621000,0.01694000,0.01604000,-0.00063000,-3.741%,6239.00000000
GMTBRL,2.56500000,2.79700000,2.51800000,-0.18300000,-6.659%,116848.10000000
GMTETH,0.00031900,0.00033830,0.00031630,-0.00001520,-4.548%,294806.00000000
JASMYTRY,0.08465600,0.09130900,0.08290600,-0.00450200,-5.049%,360468024.00000000
SANTOSBUSD,11.59100000,12.22400000,11.24300000,-0.59500000,-4.883%,199315.57000000
APEAUD,7.22100000,7.61200000,7.08600000,-0.28300000,-3.771%,18943.71000000
BIFIUSDT,373.70000000,435.00000000,346.70000000,23.80000000,6.802%,12233.39000000
GMTEUR,0.48420000,0.52700000,0.47610000,-0.03010000,-5.853%,259399.90000000
IMXBNB,0.00201100,0.00219300,0.00201100,-0.00005700,-2.756%,92266.60000000
RUNEETH,0.00099700,0.00101100,0.00098700,-0.00001400,-1.385%,161866.82200000
AVAXGBP,15.01000000,15.08000000,14.58000000,0.26000000,1.763%,2206.64000000
MULTIBTC,0.00021730,0.00022460,0.00021650,-0.00000310,-1.407%,17774.92600000
MULTIBUSD,4.39000000,4.57000000,4.37000000,-0.16000000,-3.516%,12127.41300000
MULTIUSDT,4.39000000,4.58000000,4.36000000,-0.16000000,-3.516%,89982.75700000
APEETH,0.00307600,0.00315200,0.00302000,-0.00004900,-1.568%,18095.36900000
BSWETH,0.00016820,0.00017140,0.00016720,-0.00000140,-0.825%,122669.61000000
FILTRY,97.80000000,101.00000000,96.20000000,-2.40000000,-2.395%,25397.74000000
FTMEUR,0.21510000,0.22440000,0.21320000,-0.00650000,-2.933%,756684.00000000
GMTGBP,0.41740000,0.45480000,0.41150000,-0.02960000,-6.622%,376404.80000000
ZILTRY,0.56100000,0.57500000,0.55400000,-0.01100000,-1.923%,7290765.90000000
GMTTRY,9.04000000,9.88000000,8.90000000,-0.63000000,-6.515%,2654544.23000000
WAVESTRY,60.30000000,63.00000000,59.50000000,-2.10000000,-3.365%,274027.33000000
BTCUST,121179.88000000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
ASTRBTC,0.00000178,0.00000179,0.00000176,0.00000000,0.000%,1140057.60000000
